"code_muni","year","municipio","prop_wom_headfamily","Theil-L","Gini","%_pop_with_sanitation","child_death","income_percapita","wom_death_100.000hab","wom_death_10.000hab","w_young_prop"
110030,2010,"Vilhena",35.7,0.46,0.5,97.28,16.98,768.98,2.45887531043301,2.45887531043301,8009.09960903883
110030,2012,"Vilhena",35.7,0.46,0.5,97.28,16.98,768.98,2.32666356444858,2.32666356444858,8210.09939506747
110030,2013,"Vilhena",35.7,0.46,0.5,97.28,16.98,768.98,3.1746751627021,3.1746751627021,8281.09886845507
110030,2015,"Vilhena",35.7,0.46,0.5,97.28,16.98,768.98,3.46260387811634,3.46260387811634,8347.09801333102
110032,2011,"São Miguel do Guaporé",25,0.7,0.62,77.44,20.8,440.6,4.45235975066785,4.45235975066785,2284.09519145147
110032,2013,"São Miguel do Guaporé",25,0.7,0.62,77.44,20.8,440.6,1.75100682892663,1.75100682892663,2325.09201540886
110032,2014,"São Miguel do Guaporé",25,0.7,0.62,77.44,20.8,440.6,0.870094840337597,0.870094840337597,2315.09301313843
110032,2015,"São Miguel do Guaporé",25,0.7,0.62,77.44,20.8,440.6,6.0475161987041,6.0475161987041,2317.09244060475
110032,2012,"São Miguel do Guaporé",25,0.7,0.62,77.44,20.8,440.6,1.76569259291957,1.76569259291957,2307.09375827668
110032,2010,"São Miguel do Guaporé",25,0.7,0.62,77.44,20.8,440.6,4.48833034111311,4.48833034111311,2256.09560143627
110033,2012,"Nova Mamoré",25.9,0.47,0.52,57.14,22.7,377.34,3.2645066514323,3.2645066514323,2311.09238553824
110033,2014,"Nova Mamoré",25.9,0.47,0.52,57.14,22.7,377.34,0.769941484447182,0.769941484447182,2357.08761934093
110033,2015,"Nova Mamoré",25.9,0.47,0.52,57.14,22.7,377.34,2.2490441562336,2.2490441562336,2374.08516380538
110033,2013,"Nova Mamoré",25.9,0.47,0.52,57.14,22.7,377.34,2.37510885915604,2.37510885915604,2393.08922492281
110033,2010,"Nova Mamoré",25.9,0.47,0.52,57.14,22.7,377.34,6.09756097560976,6.09756097560976,2170.0962543554
110033,2011,"Nova Mamoré",25.9,0.47,0.52,57.14,22.7,377.34,0.842886041807148,0.842886041807148,2231.09465610249
110034,2011,"Alvorada D'Oeste",21.9,0.54,0.53,80.76,23.8,469.26,2.32883092687471,2.32883092687471,1631.08605030275
110034,2015,"Alvorada D'Oeste",21.9,0.54,0.53,80.76,23.8,469.26,4.814057046576,4.814057046576,1517.07413647852
110034,2012,"Alvorada D'Oeste",21.9,0.54,0.53,80.76,23.8,469.26,0,0,1592.08444914259
110034,2013,"Alvorada D'Oeste",21.9,0.54,0.53,80.76,23.8,469.26,2.371072910492,2.371072910492,1547.08322465916
110034,2014,"Alvorada D'Oeste",21.9,0.54,0.53,80.76,23.8,469.26,4.77554918815664,4.77554918815664,1541.0779608405
110034,2010,"Alvorada D'Oeste",21.9,0.54,0.53,80.76,23.8,469.26,2.30388204123949,2.30388204123949,1670.08708674116
110037,2012,"Alto Alegre dos Parecis",21.2,0.51,0.54,77.53,21.4,341.22,9.18836140888208,9.18836140888208,1242.08637059724
110037,2014,"Alto Alegre dos Parecis",21.2,0.51,0.54,77.53,21.4,341.22,0,0,1260.08333333333
110037,2013,"Alto Alegre dos Parecis",21.2,0.51,0.54,77.53,21.4,341.22,3.04645849200305,3.04645849200305,1245.08560548363
110037,2011,"Alto Alegre dos Parecis",21.2,0.51,0.54,77.53,21.4,341.22,3.0840400925212,3.0840400925212,1236.08696993061
110037,2015,"Alto Alegre dos Parecis",21.2,0.51,0.54,77.53,21.4,341.22,0,0,1269.08203359328
110037,2010,"Alto Alegre dos Parecis",21.2,0.51,0.54,77.53,21.4,341.22,3.11672120928783,3.11672120928783,1229.08804737416
110040,2012,"Alto Paraíso",25.3,0.54,0.54,72.84,17.4,498.49,1.10411836148835,1.10411836148835,1707.08501711383
110040,2014,"Alto Paraíso",25.3,0.54,0.54,72.84,17.4,498.49,2.10570646451885,2.10570646451885,1790.08412297326
110040,2015,"Alto Paraíso",25.3,0.54,0.54,72.84,17.4,498.49,5.15304544986087,5.15304544986087,1829.08389157992
110040,2013,"Alto Paraíso",25.3,0.54,0.54,72.84,17.4,498.49,2.15447592373155,2.15447592373155,1768.08445545621
110040,2010,"Alto Paraíso",25.3,0.54,0.54,72.84,17.4,498.49,0,0,1597.08546214584
110040,2011,"Alto Paraíso",25.3,0.54,0.54,72.84,17.4,498.49,3.39404910057699,3.39404910057699,1647.08541690236
110045,2010,"Buritis",26.8,0.45,0.5,77.33,25.7,458.05,4.2247570764681,4.2247570764681,3294.10199770656
110045,2015,"Buritis",26.8,0.45,0.5,77.33,25.7,458.05,3.77378834438514,3.77378834438514,3464.09315866084
110045,2011,"Buritis",26.8,0.45,0.5,77.33,25.7,458.05,5.88339118668,5.88339118668,3350.10072365712
110045,2014,"Buritis",26.8,0.45,0.5,77.33,25.7,458.05,3.85080866982066,3.85080866982066,3455.09494993949
110045,2012,"Buritis",26.8,0.45,0.5,77.33,25.7,458.05,2.29845428949032,2.29845428949032,3416.09814399816
110045,2013,"Buritis",26.8,0.45,0.5,77.33,25.7,458.05,2.24693854623076,2.24693854623076,3483.09498932704
110050,2012,"Novo Horizonte do Oeste",17,0.49,0.51,86.25,18.2,346.38,1.95618153364632,1.95618153364632,919.0843114241
110050,2011,"Novo Horizonte do Oeste",17,0.49,0.51,86.25,18.2,346.38,0,0,932.087647857281
110050,2015,"Novo Horizonte do Oeste",17,0.49,0.51,86.25,18.2,346.38,2.02470135654991,2.02470135654991,872.072079368293
110050,2010,"Novo Horizonte do Oeste",17,0.49,0.51,86.25,18.2,346.38,0,0,940.089076598195
110050,2013,"Novo Horizonte do Oeste",17,0.49,0.51,86.25,18.2,346.38,1.97355437142293,1.97355437142293,906.08012630748
110050,2014,"Novo Horizonte do Oeste",17,0.49,0.51,86.25,18.2,346.38,0,0,886.076245747449
110060,2014,"Cacaulândia",26.6,0.55,0.56,74.25,17.8,499.93,6.50618087182824,6.50618087182824,568.081327260898
110060,2015,"Cacaulândia",26.6,0.55,0.56,74.25,17.8,499.93,3.21750321750322,3.21750321750322,575.078507078507
110060,2013,"Cacaulândia",26.6,0.55,0.56,74.25,17.8,499.93,6.58111220796315,6.58111220796315,568.086870681145
110060,2012,"Cacaulândia",26.6,0.55,0.56,74.25,17.8,499.93,3.32446808510638,3.32446808510638,557.086768617021
110060,2011,"Cacaulândia",26.6,0.55,0.56,74.25,17.8,499.93,3.36134453781513,3.36134453781513,548.087394957983
110060,2010,"Cacaulândia",26.6,0.55,0.56,74.25,17.8,499.93,0,0,544.088375254929
110070,2010,"Campo Novo de Rondônia",31.9,0.79,0.67,60.87,22.2,507.69,3.19488817891374,3.19488817891374,1152.08881789137
110070,2014,"Campo Novo de Rondônia",31.9,0.79,0.67,60.87,22.2,507.69,1.50943396226415,1.50943396226415,1206.08045283019
110070,2012,"Campo Novo de Rondônia",31.9,0.79,0.67,60.87,22.2,507.69,1.55086848635236,1.55086848635236,1201.0854528536
110070,2011,"Campo Novo de Rondônia",31.9,0.79,0.67,60.87,22.2,507.69,3.14613811546327,3.14613811546327,1173.0873053327
110070,2013,"Campo Novo de Rondônia",31.9,0.79,0.67,60.87,22.2,507.69,0,0,1223.08355011477
110070,2015,"Campo Novo de Rondônia",31.9,0.79,0.67,60.87,22.2,507.69,0,0,1209.07774798928
110080,2014,"Candeias do Jamari",33.8,0.37,0.47,74.32,15.4,463.63,4.39135780783418,4.39135780783418,2221.0913402424
110080,2015,"Candeias do Jamari",33.8,0.37,0.47,74.32,15.4,463.63,4.27131385614215,4.27131385614215,2271.0907227063
110080,2010,"Candeias do Jamari",33.8,0.37,0.47,74.32,15.4,463.63,2.98953662182362,2.98953662182362,1953.096163428
110080,2013,"Candeias do Jamari",33.8,0.37,0.47,74.32,15.4,463.63,9.04159132007233,9.04159132007233,2190.08987341772
110080,2011,"Candeias do Jamari",33.8,0.37,0.47,74.32,15.4,463.63,4.81602774031978,4.81602774031978,2024.09468310537
110080,2012,"Candeias do Jamari",33.8,0.37,0.47,74.32,15.4,463.63,1.86393289841566,1.86393289841566,2110.09226467847
110090,2011,"Castanheiras",21.6,0.44,0.5,87.36,17.6,455.53,0,0,353.075
110090,2015,"Castanheiras",21.6,0.44,0.5,87.36,17.6,455.53,0,0,357.070914127424
110090,2013,"Castanheiras",21.6,0.44,0.5,87.36,17.6,455.53,0,0,345.074257425743
110090,2010,"Castanheiras",21.6,0.44,0.5,87.36,17.6,455.53,5.39374325782093,5.39374325782093,353.07551240561
110090,2014,"Castanheiras",21.6,0.44,0.5,87.36,17.6,455.53,5.51876379690949,5.51876379690949,355.07174392936
110090,2012,"Castanheiras",21.6,0.44,0.5,87.36,17.6,455.53,0,0,350.074520547945
110092,2015,"Chupinguaia",23.6,0.39,0.47,83.49,15.2,483.36,6.22019489944018,6.22019489944018,917.093924942982
110092,2014,"Chupinguaia",23.6,0.39,0.47,83.49,15.2,483.36,2.13310580204778,2.13310580204778,899.094496587031
110092,2013,"Chupinguaia",23.6,0.39,0.47,83.49,15.2,483.36,0,0,893.093186813187
110092,2011,"Chupinguaia",23.6,0.39,0.47,83.49,15.2,483.36,0,0,828.098337625849
110092,2010,"Chupinguaia",23.6,0.39,0.47,83.49,15.2,483.36,0,0,800.100145489816
110092,2012,"Chupinguaia",23.6,0.39,0.47,83.49,15.2,483.36,2.26449275362319,2.26449275362319,862.095788043478
110094,2014,"Cujubim",26.1,0.47,0.52,66.32,19.6,495.31,0,0,1920.08769716088
110094,2011,"Cujubim",26.1,0.47,0.52,66.32,19.6,495.31,2.4186721489902,2.4186721489902,1609.09928649172
110094,2015,"Cujubim",26.1,0.47,0.52,66.32,19.6,495.31,2.01918223119637,2.01918223119637,2014.08399798082
110094,2013,"Cujubim",26.1,0.47,0.52,66.32,19.6,495.31,2.19731927049,2.19731927049,1850.09019995605
110094,2012,"Cujubim",26.1,0.47,0.52,66.32,19.6,495.31,0,0,1722.09508460919
110094,2010,"Cujubim",26.1,0.47,0.52,66.32,19.6,495.31,3.82701875239189,3.82701875239189,1513.10192626611
110100,2010,"Governador Jorge Teixeira",17,0.56,0.55,76.85,23.9,396.36,0,0,1012.08490742472
110100,2015,"Governador Jorge Teixeira",17,0.56,0.55,76.85,23.9,396.36,0,0,898.07706273956
110100,2013,"Governador Jorge Teixeira",17,0.56,0.55,76.85,23.9,396.36,1.96309383588536,1.96309383588536,950.079505300353
110100,2011,"Governador Jorge Teixeira",17,0.56,0.55,76.85,23.9,396.36,0,0,993.083570750237
110100,2012,"Governador Jorge Teixeira",17,0.56,0.55,76.85,23.9,396.36,3.86324125941665,3.86324125941665,973.081514390574
110100,2014,"Governador Jorge Teixeira",17,0.56,0.55,76.85,23.9,396.36,7.95703202705391,7.95703202705391,920.078774617068
110110,2015,"Itapuã do Oeste",35.7,0.42,0.47,68.43,25.7,411.36,4.32994154578913,4.32994154578913,871.082918380602
110110,2013,"Itapuã do Oeste",35.7,0.42,0.47,68.43,25.7,411.36,6.70391061452514,6.70391061452514,866.08312849162
110110,2011,"Itapuã do Oeste",35.7,0.42,0.47,68.43,25.7,411.36,2.31588698471515,2.31588698471515,812.083835108847
110110,2014,"Itapuã do Oeste",35.7,0.42,0.47,68.43,25.7,411.36,2.19683655536028,2.19683655536028,863.083260105448
110110,2010,"Itapuã do Oeste",35.7,0.42,0.47,68.43,25.7,411.36,2.36798484489699,2.36798484489699,786.084063461994
110110,2012,"Itapuã do Oeste",35.7,0.42,0.47,68.43,25.7,411.36,0,0,841.083806495571
