Cod. Loc.;Divisões Territoriais;2010
160005;Serra do Navio;44,7
160010;Amapá;59,2
160015;Pedra Branca do Amapari;37,3
160020;Calçoene;45,9
160021;Cutias;29,5
160023;Ferreira Gomes;41,4
160025;Itaubal;32,8
160027;Laranjal do Jari;42,3
160030;Macapá;47,3
160040;Mazagão;39,6
160050;Oiapoque;50,2
160053;Porto Grande;36,9
160055;Pracuúba;54,9
160060;Santana;45
160070;Tartarugalzinho;43
160080;Vitória do Jari;43,1
16R;Amapá - Rural;32,3
16U;Amapá - Urbano;47,1
