Cod. Loc.;Divisões Territoriais;2010
140002;Amajari;30,1
140005;Alto Alegre;37,4
140010;Boa Vista;47,7
140015;Bonfim;42,4
140017;Cantá;38,1
140020;Caracaraí;42,2
140023;Caroebe;26,2
140028;Iracema;38,5
140030;Mucajaí;42,4
140040;Normandia;51,1
140045;Pacaraima;43,4
140047;Rorainópolis;28,9
140050;São João da Baliza;29,3
140060;São Luiz;26,7
140070;Uiramutã;Não Disponível
14R;Roraima - Rural;25,7
14U;Roraima - Urbano;47,1
